 对…感到满意,我保证你会对这个结果满意.,我们从他的态度来推断，他对这次测验很满意。,像他这么有才华的人不应满足于现状。,,,,,,,,,
,,,,,,,,,,,,
freedom,The country's constitution embodies the ideals of freedom and equality.,Bondmen have no freedom.,He was granted his freedom on the condition that he leave the country.,,,,,,,,,
n. 自由,这个国家的宪法体现了自由和平等的理想。,奴隶们没有自由。,他已获准恢复自由，条件是他离开这个国家。,,,,,,,,,
,,,,,,,,,,,,
would rather,"Whereas we want a flat, they would rather live in a house.",I would rather remain poor than get money by dishonest means.,I would rather be laughed at than quarrel with him.,,,,,,,,,
 宁可，宁愿,我们想住公寓房，而他们却想住一所房子。,我宁可安于贫穷，也不愿用不当手段赚钱。,我宁愿被嘲笑，也不愿和他吵架。,,,,,,,,,
,,,,,,,,,,,,
therefore,"The committee had been improperly constituted, and therefore had no legal power.",The lazy girl is dreaming of marrying a millionaire and therefore won't do any work.,"He was very tired, and therefore he didn't give the market report.",,,,,,,,,
"adv. 因此, 所以","该委员会的建立不合规定, 因而没有合法的权力.","这个懒惰的女孩正梦想着嫁给一个有钱人, 从此不再工作。",他非常疲倦，所以没能作市场报告。,,,,,,,,,
,,,,,,,,,,,,
equip,Please equip yourself with a sharp pencil and a rubber for the exam.,They were not equipped to deal with the situation.,He is equipped with much experience in teaching.,,,,,,,,,
v. 装备；配备；使有所准备；使有能力,请准备一枝尖的铅笔和一块橡皮参加考试。,他们没有准备好应付这种局面。,他具有丰富的教学经验。,,,,,,,,,
,,,,,,,,,,,,
grain,We ship grain to Africa.,Their speculative buying of grain is illegal.,Stores of grain are frequently attacked by pests.,,,,,,,,,
"n. 谷物, 谷类, 颗粒, 细粒, 纹理
vt. 用谷物喂养, 形成颗粒",我们把谷物运往非洲.,他们投机购买谷物是不合法的。,储存的谷物经常受到害虫的破坏。,,,,,,,,,
,,,,,,,,,,,,
export,Prohibition was laid on the export of coal.,The blood can also export waste products from the tissues.,Africa is exporting beef to Europe.,,,,,,,,,
"vt. 输出，出口
n. 出口,输出品
vi. 传播,输出
adj. 出口的",禁止煤炭输出。,血液还能从身体组织里排出废物。,非洲向欧洲出口牛肉。,,,,,,,,,
,,,,,,,,,,,,
nationality,The nationality of the minority groups in that country is still at issue.,She has dual nationality.,His nationality isn't relevant to whether he's a good teacher.,,,,,,,,,
"n. 国籍,民族",在那个国家的少数民族的国籍问题上仍有争论。,她有双重国籍。,他的国籍与他是否是位好老师无关。,,,,,,,,,
,,,,,,,,,,,,
occupation,I haven't entered your name and occupation yet.,The old man became bored for lack of occupation.,He's  occupation  is  writer.,,,,,,,,,
n. 职业；占领；占用；消遣,我尚未记下你的名字和职业.,这位老人因无所事事而感到无聊.,他的职业是作家。,,,,,,,,,
,,,,,,,,,,,,
confuse,They asked so many questions that they confused me.,Please don't confuse Australia with Austria.,Many people are confused about the new ways of measuring temperature.,,,,,,,,,
vt. 混同；使迷惑；使糊涂；使更难于理解,他们问了许许多多问题，把我弄糊涂了。,别把澳大利亚和奥地利混淆了。,许多人都搞不清测定温度的新方法。,,,,,,,,,
,,,,,,,,,,,,
regret,We regret that we are unable to reconsider your case.,She immediately regretted her decision.,We informed her with regret of our decision.,,,,,,,,,
"n. 遗憾, 后悔, 抱歉
v. 为...感到遗憾, 后悔, 惋惜",我们很遗憾无法再考虑你的情况。,她做出决定后立即感到后悔。,我们遗憾地把我们的决定通知她。,,,,,,,,,
,,,,,,,,,,,,
chemical,The government has banned the use of chemical weapons.,A reactor is a container for chemical reaction.,The chemical symbol for copper is &quot;Cu&quot; .,,,,,,,,,
"adj. 化学的
n. 化学制品",政府已经禁止使用化学武器。,反应器是进行化学反应的容器。,铜的化学符号是Cu。,,,,,,,,,
,,,,,,,,,,,,
production,We must increase production levels.,The necessary outcome of a war is a fall in production.,The system will have to be tested before it goes into production.,,,,,,,,,
"n. 生产,产品,产量,作品,成果",我们必须提高生产水平。,战争带来的必然结果就是生产力下降。,这套装置必须经过试验之后才能投产。,,,,,,,,,
,,,,,,,,,,,,
bacteria,"Such a growth or colony, as of bacteria.",It is possible to multiply bacteria and other living organisms in the laboratory.,Bacteria are too small to see with the naked eye.,,,,,,,,,
n. (复数)细菌,培养菌该种生长物或群落，如培养菌,在实验室能够繁殖细菌和其他生物.,细菌太小，肉眼看不见。,,,,,,,,,
,,,,,,,,,,,,
pest,"That child is an absolute pest!
                                                        
                                                    ",Stores of grain are frequently attacked by pests.,Each year ten percent of the crop is lost to a pest called corn rootworm.,,,,,,,,,
n. 害虫,那孩子讨厌极了！,储存的谷物经常受到害虫的破坏。,一种叫玉米根虫的害虫每年会让粮食减产10%。,,,,,,,,,
,,,,,,,,,,,,
build up,She was studying to build up her algebra.,The movie company has done so much to build up its honour and prosperity.,"Eventually, these books will build up into a fine library.",,,,,,,,,
"vt. 建立,逐步增长,增进，加强，积累",她在学习以提高自己的代数水平。,这家电影公司为宣扬它的荣誉和繁荣做了如此多的工作。,最终，这些书集聚成为一间很好的藏书室。,,,,,,,,,
,,,,,,,,,,,,
lead to,The Government's present course will only lead to disaster.,Too much work and too little rest often lead to illness.,Such an offence will lead to a summary fine.,,,,,,,,,
 导致,政府的现行方针後患无穷.,过量的工作和过少的休息会引起疾病。,这类过错要当场予以罚款。,,,,,,,,,
,,,,,,,,,,,,
nutrition,Growth is a function of nutrition.,Our bodies need adequate nutrition.,The nutrition plays a role in the prevention of nearsightedness.,,,,,,,,,
n. 营养,长身体是由营养决定的,我们的身体需要充足的营养。,这种营养剂对预防近视有一定作用.,,,,,,,,,
,,,,,,,,,,,,
mineral,This shop sells minerals.,We are digging for mineral deposits.,They have sold up ten crates of mineral water in the afternoon.,,,,,,,,,
"adj. 矿物的
n. 矿物, 矿石",这家商店卖矿泉水。,我们正在掘地探矿.,他们这个下午卖掉了十箱矿泉水。,,,,,,,,,
,,,,,,,,,,,,
discovery,The discovery caused a tremendous commotion in the scientific world.,The discovery that her husband was unfaithful to her was a rude (ie shocking) awakening.,The new discovery caused a great sensation.,,,,,,,,,
"n. 发现, 发现物",那项发现在科学界引起极大的震动。,她发觉丈夫对自己不忠而猛醒.,这项新发现很轰动。,,,,,,,,,
,,,,,,,,,,,,
focus,Bring the object into focus if you want a sharp photograph.,All eyes were focused on him.,You should focus your attention on your work.,,,,,,,,,
"n. 焦点, 焦距
v. 集中, 聚集, 使集中",要照出清晰的照片，就要把焦点对准物体。,大家的眼光都注意着他。,你应该把注意力放到工作上。,,,,,,,,,
,,,,,,,,,,,,
focus on,The coordinated turning of the eyes inward to focus on an object at close range.,He was too shortsighted to focus on the object.,The focus on my camera isn't working properly.,,,,,,,,,
vt. 集中在,"会聚眼睛向内的协调转动, 从而聚焦在近处的某物体上",他由於近视过深而无法把视力焦点对准在该物体上。,我的照相机上的调焦装置有毛病.,,,,,,,,,
,,,,,,,,,,,,
soil,He transplanted the seedlings into peaty soil.,Fertile soil yields good crops.,This kind of soil contains much alkali.,,,,,,,,,
"n. 土地,土壤
v. 弄脏,(使)变脏
vi. 变脏
vt. 弄脏",他把幼苗移栽到含泥炭的土壤里。,肥沃的土地能种出好庄稼。,这种土壤含碱丰富。,,,,,,,,,
,,,,,,,,,,,,
reduce,The windows were tinted to reduce the glare.,The manager hasn't worked out a suitable action to reduce the domino effect.,The government will be looking to reduce inflation by a further two per cent this year.,,,,,,,,,
"vt. 减少；换算； 约束； 使变为； 使变弱
vi. 减少； 减轻体重； [生物学]（细胞）减数分裂； （液体）浓缩变稠",窗户上涂上了浅色以减少强光。,经理还没有想出一个适当的举措来减少多米诺效应。,政府力求今年把通货膨胀率再减低百分之二.,,,,,,,,,
,,,,,,,,,,,,
root,"Who's been rooting about among my papers?
                                                        
                                                    ",Unhappiness is the root cause of his illness.,"Do you think the new rosebush has taken root?
                                                        
                                                    ",,,,,,,,,
"n. 根,根源,祖先
vt./vi. 生根,扎根,翻寻,起源于",谁翻过我的文件了？,不开心是他生病的根源。,你看新栽的玫瑰长根了吗？,,,,,,,,,
,,,,,,,,,,,,
skim,She skims the soup to remove most of the fat.,The hovercraft is able to skim over the water.,A seagull skims the water.,,,,,,,,,
"vt. 撇去浮沫,略读,掠过,滑过
vi. 掠过,覆盖了一层浮沫,侵吞钱财
n. 一层浮沫,略读,脱脂物
adj. 撇去浮沫的,由脱脂乳做的",她撇去了汤上的大部分浮油。,气垫船能掠过水面飞速行驶。,海鸥掠过水面。,,,,,,,,,
,,,,,,,,,,,,
underline,Now underline the words I read.,Those words are underlined in the English book.,Please underline the noun clauses in the passage.,,,,,,,,,
v. 在...下面划线；强调、突出,"现在,在我读的词下面画线.",那本英语书中有些单词下画着线进行强调。,请用线画出短文中的名词性从句.,,,,,,,,,
,,,,,,,,,,,,
summary,Your summary will need fleshing out before you present it.,I went through by a summary method.,Please write me a summary of this report.,,,,,,,,,
"n. 摘要,概要
adj. 摘要的,简略的",你的总结需要增加一些具体材料再交出.,我用简易的方法通过了。,请替我把这份报告写一份摘要。,,,,,,,,,
,,,,,,,,,,,,
comment,The Prime Minister was not available for comment.,The minister refused to comment on the rumors of his resignation.,He made several favorable comments about their candidate.,,,,,,,,,
"n. 注释, 评论; 闲话
v. 注释, 评论",首相无暇作出评论。,部长拒绝就他辞职一事的传闻发表评论。,他对他们的候选人发表了一些有利的评论。,,,,,,,,,
,,,,,,,,,,,,
Unit,Cubit is an ancient unit of length.,This textbook has twenty units.,There's a rumour floating around of a new job in the unit.,,,,,,,,,
"n. 单位, 单元",腕尺是古代的一种长度单位。,这本课本有二十单元。,这个部门盛传有个新工作要聘人.,,,,,,,,,
,,,,,,,,,,,,
humour,Her courage and good humour saw her through the bad times.,Her sense of humour appealed to him enormously.,"He may be stupid and mean, but his one saving grace is his humour.",,,,,,,,,
"n. 幽默，诙谐，幽默感
n. 体液
vi. 纵容, 迁就","她有志气、 性格刚强, 有助於她渡过难关.",她的幽默感把他强烈地吸引住了.,他虽说又愚蠢又吝啬，但他有幽默的长处。,,,,,,,,,
,,,,,,,,,,,,
comedy,"The film is a rich brew of adventure, sex and comedy.",This comedy has had them rolling in the aisles for two weeks.,No one can touch him (ie He is the best) as a comedian/in comedy.,,,,,,,,,
"n. 喜剧,滑稽, 幽默事件",这部电影是惊险、性爱及幽默的大杂烩.,这出喜剧让观众们连续两个星期乐得前仰后合。,他这个喜剧演员[演喜剧]没人能比得上.,,,,,,,,,
,,,,,,,,,,,,
up to now,Her life has run smoothly up to now.,"up to now,Mr chen has sent a great many requests for spare parts and other urgent messages from one garage to the other.",I am a student up to now.,,,,,,,,,
 迄今,她的生活到目前仍一帆风顺。,从目前为止，陈先生从一个汽车修理铺向另一个发送了大量的索求附件的信件和其它的紧急函件,迄今为止，我仍然是一个学生。,,,,,,,,,
,,,,,,,,,,,,
righten,,,,,,,,,,,,
"v. 使恢复正常,整顿",,,,,,,,,,,,
,,,,,,,,,,,,
content,"We can't go abroad this year, so we'll have to content ourselves with a holiday in Shanghai.",He is quite content with his present fortune.,I like the style of his writing but I don't like the content.,,,,,,,,,
"n. 内容, 目录, 含量
adj. 满足的, 满意的
vt. 使...满足, 使...安心",今年我们不能出国，所以只能去上海度假了。,他对自己目前的境遇颇为得意。,我喜欢他的写作风格，但是不喜欢他的内容。,,,,,,,,,
,,,,,,,,,,,,
performer,The young performer boasted himself to be an all - rounder .,Time is a versatile performer.,The performer received only pitying looks from his audience.,,,,,,,,,
"n. 表演者, 执行者",这个青年演员自称是个 多面手.,时间是个多才多艺的表演者。,"从观众的表情看, 那表演者得到的只是同情和怜悯.",,,,,,,,,
,,,,,,,,,,,,
astonish,"He astonished me with his  fluent spoken english
                                                        
                                                    ",She astonished me with her beautiful handwriting.,I was astonished at the news of his escape.,,,,,,,,,
v. 使...惊讶,他流利的口语使我惊讶.,她以其秀丽的书法而使我惊异。,听到他逃之夭夭的消息，我感到惊讶。,,,,,,,,,
,,,,,,,,,,,,
astonishing,"How astonishing!
                                                        
                                                    ",Gazelles can move with astonishing velocity.,"It's astonishing to look back on the world I left behind
                                                        
                                                    ",,,,,,,,,
adj. 惊人的,真惊人!,羚羊跑起来速度惊人。,回头看自己身后的世界真是令人吃惊。,,,,,,,,,
,,,,,,,,,,,,
fortunate,A fortunate encounter brought the two friends together after a long separation.,He is the fortunate possessor of a fine singing voice.,It's fortunate to meet you.,,,,,,,,,
"adj. 幸运的,侥幸的",两位老朋友长期分离这次才有幸相遇.,"他很幸运,有一副好嗓子.",幸会。,,,,,,,,,
,,,,,,,,,,,,
unfortunately,Unfortunately the restaurant he recommended fell far short of our expectations.,I like cats but unfortunately I'm allergic to them.,"Unfortunately, I missed the last train.",,,,,,,,,
adv. 不幸地,遗憾的是他推荐的餐厅与我们心目中的相去甚远.,"我很喜欢猫, 但可惜我对猫过敏.",我不幸错过了末班火车。,,,,,,,,,
,,,,,,,,,,,,
badly off,"Live within our means? - we may be poor, Harry, but we are not that badly off.",I am quite badly off recently.,"The refugees are badly off for blankets, and even worse off for food.",,,,,,,,,
 贫困，潦倒，境况不好的,什么，应该量入为出？——我们虽然穷，哈里，可我们还没穷到那么糟糕呢。,最近我经济上很拮据。,难民需要毯子，更需要食物。,,,,,,,,,
,,,,,,,,,,,,
ordinary,Now electrical appliances have entered into ordinary families.,Nothing out of the ordinary occurred.,He was demoted to the rank of ordinary soldier.,,,,,,,,,
adj. 普通的,现在家用电器已经步入普通家庭。,没有什么超乎寻常的事发生,他被降为普通一兵.,,,,,,,,,
,,,,,,,,,,,,
bored,I'm bored by history dates and battles and all that stuff.,"He rattled on about his job, not noticing how bored she was.",I'm rather bored by the rumor.,,,,,,,,,
"adj. 厌烦的,无聊的","我让历史科给烦透了--那些日期, 战争之类的事.",他只顾喋喋不休地说自己工作上的事，没注意到她有多麽腻烦。,这谣传我真听腻了。,,,,,,,,,
,,,,,,,,,,,,
entertain,He cut off a bunch of grapes to entertain us.,The child entertained himself with his building blocks.,I like to entertain friends with music and refreshments at home.,,,,,,,,,
"vt./vi. 娱乐,招待,怀抱",他剪下一串葡萄招待我们。,孩子在搭积木玩。,我喜欢在家里用音乐和茶点招待朋友。,,,,,,,,,
,,,,,,,,,,,,
harming,"If we interfere, it may do more harm than good.","There was a traffic accident in this street, but no one was harmed.",His failures did his reputation a lot of harm.,,,,,,,,,
"n. 伤害
vt. 伤害",倘若我们进行干预，那可能弊多利少。,这街上发生了交通事故，但没有人受伤。,他屡次失败使他的声誉受到很大损害。,,,,,,,,,
,,,,,,,,,,,,
ramp,"After the ramp, the road veered to the right abruptly.",We have to ramp up the spending.,Lillian was coming down the ramp from the museum.,,,,,,,,,
"n. 暴怒,斜坡,坡道
vi. 作恐吓姿势,暴怒,加速
vt. 加速",下了坡之后，路突然转向右边。,我们不得不大幅增加开支。,莉莲正从博物馆沿着斜坡走下来。,,,,,,,,,
,,,,,,,,,,,,
throughout,It snowed throughout the night.,The disease spread throughout the country.,The road is kept open throughout the year.,,,,,,,,,
"adv. 到处, 自始至终
prep. 遍及, 贯穿",雪整整下了一夜。,这种疾病蔓延全国。,这条路全年开通,,,,,,,,,
,,,,,,,,,,,,
homeless,She's completely homeless at least I have my parents to fall back on.,It was decent of her to help the homeless.,Helping the homeless is an act of mercy.,,,,,,,,,
adj. 无家可归的,她是真正无家可归--我至少有父母可依靠.,她帮助无家可归的人，真是可敬。,帮助无家可归者是慈善行为.,,,,,,,,,
,,,,,,,,,,,,
moustache,He was sporting a moustache.,Arrived with bad news; a man with a moustache.,"When he was twenty years old, he began to have a moustache.",,,,,,,,,
n. 小胡子，八字须,他在炫耀他那一簇胡子。,带来坏消息；留络腮胡子的男人,当他二十岁的时候，他长了胡子。,,,,,,,,,
,,,,,,,,,,,,
worn,He showed us a good tyre for comparison with the worn one.,"If you treat your coat so roughly, it will be worn out soon.","Ten minutes later, he came to the foot of some worn stone steps, which rose out of sight above him.",,,,,,,,,
"adj. 用旧的,穿坏的,精疲力竭的",他给我们看一个好轮胎与磨损的作比较。,"你如果这么糟蹋你的外套, 它很快就不能穿了.",十分钟后，他走到了一道破损的石阶脚下，石阶一直伸展到上面他看不见的地方。,,,,,,,,,
,,,,,,,,,,,,
tiffly,"to have a tiff with sb
                                                        
                                                    ",A petty quarrel or argument; a tiff.,They patched up their tiff.,,,,,,,,,
"n. 一口, 小争吵, 小口角
vi. 小争吵, 生气",与某人口角,无谓的争吵不重要的争吵或争论；口角,他们平息了争执。,,,,,,,,,
,,,,,,,,,,,,
failure,Production in the factories stopped because of frequent power failures.,I shall have another chance in the event of failure.,The play was a dead failure.,,,,,,,,,
"n. 失败,失败的人或事",频繁的停电使工厂停产。,如果失败，我还有另一个机会。,这场戏完全失败了。,,,,,,,,,
,,,,,,,,,,,,
overcome,"After she'd overcome her initial shyness, she became very friendly.",We need a confident leader to overcome these difficulties.,There will be no difficulty in the world that they cannot overcome.,,,,,,,,,
"vt. 战胜,克服,(感情等)压倒, 使受不了
vi. 获胜, 赢",她克服了开始时的羞涩之后，就变得非常友善。,我们需要一个有信心的领导者来克服这些困难.,世界上任何困难他们都可以克服。,,,,,,,,,
,,,,,,,,,,,,
leather,This wallet feels to me like leather.,This type of vinyl is a poor substitute for leather.,His black leather couch looks expensive.,,,,,,,,,
"adj. 皮革制的
n. 皮革
vt. 用皮革覆盖, 鞭打",我觉得这钱包像是皮的.,这种乙烯基材料代替皮革十分勉强.,他的黑色皮沙发看上去很昂贵。,,,,,,,,,
,,,,,,,,,,,,
pick out,"If you run back over the season, you can't pick out a game in which he played badly.",He tried to pick out the tune of a song he had heard on the radio.,The detective picked out the words with difficulty.,,,,,,,,,
v. 挑出，辨认出,如果你回顾一下整个赛季，你举不出他哪一场打得不好。,他凭听觉记忆把无线电广播中听到过的一首歌曲弹奏出来。,侦探费力地辨认出这些字。,,,,,,,,,
,,,,,,,,,,,,
ace,He took my ace with a low trump.,"Any of the four or five highest cards, especially the ace, king, queen, jack, and ten of the trump suit, in card games such as bridge or whist.","Have you heard their new record? It's ace!
                                                        
                                                    ",,,,,,,,,
"n. 幺点，好手，高手，发球得分
adj. 一流的，卓越的
vt. 发球得分，考试中取得好成绩",他用一张小的王牌吃了我的A牌。,最高牌扑克游戏例如桥牌或惠斯特中最大的四张或五张牌，尤指么点、国王、王后、杰克及王牌中的10,你知道他们的新纪录吗？第一流的！,,,,,,,,,
,,,,,,,,,,,,
cut off,The shark's dorsal fin was cut off by the fisherman.,The rebels have cut off electricity from the capital.,"Phoebe:( To Ross) Which-which sister is this? Is this the spoiled one or that bit her? 
Jill:( To Rachel) Daddy cut me off.",,,,,,,,,
"vt. 切断, 使隔绝, 使中止
vi. 停止运转",鲨鱼的背鳍被渔夫割了下来。,叛乱者已经切断了首都的电力。,"spoiled adj.被宠坏的
cut sb off &lt;口&gt;切断某人的经济来源",,,,,,,,,
,,,,,,,,,,,,
chew,Babies like to chew something when they're teething.,Many people like to chew mint gum in the summer.,Saliva helps one chew and digest food.,,,,,,,,,
"vt. 咀嚼,嚼碎,损坏
vi. 咀嚼
n. 咀嚼,咀嚼物",幼儿长牙时爱咬东西.,许多人喜欢在夏天嚼薄荷口香糖。,唾液能帮助咀嚼和消化食物。,,,,,,,,,
,,,,,,,,,,,,
convince,We utterly failed to convince them.,I try to convince him of the reality of the danger.,Your argument is too weak to convince me.,,,,,,,,,
"vt. 说服, 使...相信",我们根本说服不了他们。,我试图使他相信危险的确存在。,你的论点太薄弱了，说服不了我。,,,,,,,,,
,,,,,,,,,,,,
convincing,The data we have collected is not enough to be convincing.,No one have come up with a convincing explanation of why dinosaur die out.,His arguments sound convincing but they're based on delusion.,,,,,,,,,
"adj. 使人信服的, 有力的, 令人心悦诚服的
vbl. 使...信服, 使...明白",我们所收集的资料还不足以令人信服。,尚未有人能对恐龙的灭绝作出一个令人信服的解释。,他的论据听起来似乎有理，但根本上是欺骗性的。,,,,,,,,,
,,,,,,,,,,,,
direct,The general directed that the prisoners should be set free.,I prefer to deal with him direct.,She directed the planning of the festival.,,,,,,,,,
"adj. 笔直的,直接的,坦白的
vt. 指挥，命令，负责
vi. 指导，指出",将军下令释放犯人。,还是我直接跟他打交道为好,她统管节日活动的筹划。,,,,,,,,,
,,,,,,,,,,,,
star in,Deciding to co-produce and star in the apprentice.,Mary always wanted to star in her own movie.,,,,,,,,,,
 主演 ...,决定共同制作《学徒》并在其中扮演角色。,Mary 一直想在她自己的电影中担当主演。,,,,,,,,,,
,,,,,,,,,,,,
scar,The scar flawed her beauty.,The tissues have been destroyed and a scar has formed.,The boat has scars from hitting the reefs.,,,,,,,,,
"n. 疤痕,伤痕,断崖
vt./vi. 结疤,使...有伤痕,痊愈",这伤疤损害了她的美貌。,那些组织受到破坏，形成一道疤痕。,船只因撞在暗礁上而留下了疤痕。,,,,,,,,,
,,,,,,,,,,,,
outstanding,He has many outstanding gifts.,Several clubs have already staked a/their claim to this outstanding young footballer.,He's an outstanding example of a hard-working pupil.,,,,,,,,,
"adj. 突出的, 显著的, 未支付的",他多才多艺.,有几个足球俱乐部均表示这个年轻的足球健将是他们的人.,"他是用功的学生, 是优秀的榜样.",,,,,,,,,
,,,,,,,,,,,,
Switzerland,"How many countries border Switzerland?
                                                        
                                                    ",Germany is bounded on the west by France and on the south by Switzerland.,Switzerland swept the board in the skiing competition.,,,,,,,,,
n. 瑞士,有多少国家与瑞士接壤?,"德国西面与法国接壤, 南与瑞士为邻.",瑞士在滑雪比赛中囊括了所有的奖项.,,,,,,,,,
,,,,,,,,,,,,
gesture,He put his arm round her in a protective gesture.,We all dislike her for her imperious gesture.,He dismissed people with a lordly gesture.,,,,,,,,,
"n. 手势,姿态
vt./vi. 作手势表达",他用一只手臂围住她做出保护的姿势。,因她那傲慢的样子，我们都不喜欢她。,他傲慢地让大家离去。,,,,,,,,,
,,,,,,,,,,,,
particular,He gave full particulars of the stolen property.,This work should be done correctly in all particulars.,I'm not particular how you do it as long as it gets done.,,,,,,,,,
"n. 个别项目, 详细说明
adj. 特别的, 独有的; 挑剔的; 详细的",他详细列出全部被盗的财物。,这项工作每一点都必须做到正确无误。,只要把它完成了，你怎么做我并不计较。,,,,,,,,,
,,,,,,,,,,,,
particularly,"The house itself is not particularly to my mind, but I like its environment.",His behavior is not particularly adult.,The instrumentation is particularly fine.,,,,,,,,,
"adv. 特别, 尤其",这房子本身并不特别合我的心意，但我喜欢它周围的环境。,他的举止行为还不太成熟。,这首器乐曲编得特别细致.,,,,,,,,,
,,,,,,,,,,,,
occasion,I've met her on several occasions recently.,You should go there if occasion arises.,There was no occasion to be so rude.,,,,,,,,,
"n. 场合,机会,理由
vt. 致使,惹起,引起",我最近见到过她好几次。,如果有机会，你应当到那里去。,没有理由这样粗鲁。,,,,,,,,,
,,,,,,,,,,,,
budget,Congress has approved the new educational budget.,Next year's budget will have to be drastically pruned.,We have to work within the parameters of time and budget.,,,,,,,,,
"n. 预算
vt. 编预算,为…做预算
vi. 节省开支
adj. 不贵的，廉价的",国会通过了新的教育预算。,下一年度的预算将大幅度削减。,我们工作受时间和财力所限.,,,,,,,,,
,,,,,,,,,,,,
actress,"I like the actress
                                                        
                                                    ",Her success as an actress was now assured.,The young actress made her debut in the new comedy.,,,,,,,,,
n. 女演员,我喜欢这个女演员,她当演员很成功，已毋庸置疑了。,这位年轻的女演员在新上演的喜剧里首次登台演出。,,,,,,,,,
,,,,,,,,,,,,
slide,The thief slid into the room.,House values may begin to slide.,The children were taking turns on the slides in the playground.,,,,,,,,,
"n. 滑,幻灯片,雪崩,山崩,滑坡,滑梯
vt. 使滑
vi. 滑,跌落",小偷溜进房间。,房价可能开始逐渐下降了。,孩子们在操场上轮流滑滑梯。,,,,,,,,,
,,,,,,,,,,,,
amuse,I amused myself with a game of solitaire.,The actors were really hamming it up to amuse the audience.,The boys amuse themselves by drawing caricatures of their teacher.,,,,,,,,,
"v. 消遣, 娱乐, 使...发笑",我玩单人纸牌戏使自己放松。,"这些演员为博观众一粲, 表演得实在太过火了.",男孩子们以画老师的漫画取乐。,,,,,,,,,
,,,,,,,,,,,,
musing,"A dreamlike musing or fantasy while awake, especially of the fulfillment of wishes or hopes.",She lay musing for a while.,"an elegant tapestry of quotations, musings, aphorisms, and autobiographical reflections
                                                        
                                                    ",,,,,,,,,
"n. 沉思，冥想
adj. 沉思的, 冥想的","白日梦醒时象梦的冥想或幻想, 尤指期望或希望的实现",她躺着沉思了一会儿。,“一个如同绣帷般雅致，由引用、沉思、谚语与自传反射形成的内心想法”,,,,,,,,,
,,,,,,,,,,,,
pancake,He turned the pancake over with a strong flick of his wrist.,The whole landscape looked as flat as a pancake.,"A flat, rounded mass of dough or batter, such as a pancake that is baked or fried.",,,,,,,,,
n. 薄煎饼,他一抖腕子就把饼翻过来了.,整个地形十分平坦.,薄饼一块平的、圆形的面团或面糊，如烘烤或煎制而成的薄煎饼,,,,,,,,,
,,,,,,,,,,,,
explanation,"What did he say in explanation of his stupid behavior?
                                                        
                                                    ",There could be some psychological explanation for his bad health.,I grant that your explanation is reasonable.,,,,,,,,,
"n. 解释, 说明",他说了什么来解释他那愚蠢的行为？,他的健康不佳可能有心理上的原因。,我承认你的解释是合理的。,,,,,,,,,
,,,,,,,,,,,,
detective,Sherlock Holmes has nothing on you you're a real detective.,The detective posed as a mourner at the victim's funeral.,The detective tried to reason out how the thief had escaped.,,,,,,,,,
"adj. 侦探的
n. 侦探",福尔摩斯也没有你本事大--你是真的侦探.,那侦探佯装成吊唁者参加了受害人的葬礼.,这个侦探反复琢磨想弄明白那个窃贼是怎样逃跑的。,,,,,,,,,
,,,,,,,,,,,,
mountainous,He lives in a mountainous district.,The mountainous island loomed on the horizon.,Our country is very mountainous.,,,,,,,,,
adj. 多山的，如山一般的；巨大的,他住在山区。,那座巨大的岛屿隐隐约约浮现在地平线上。,我国是一个多山的国家。,,,,,,,,,
,,,,,,,,,,,,
whisper,"She said it in a whisper, so I didn't hear.",The wind was whispering in the roof.,The children were whispering in the corner.,,,,,,,,,
"vt. 低声说； 私语； 密谈，密谋坏事； 私下说
vi. 沙沙地响； 耳语； 密谈
n. 低语，耳语； 飒飒声； [医]嗫音； 传闻",她是悄声说的，所以我没有听见。,屋顶上风声飒飒。,孩子们正在角落里低声耳语。,,,,,,,,,
,,,,,,,,,,,,
vast,A vast crowd turned out to watch the match.,The vast champaign was covered with thick snow.,There is always a vast chasm between rich and poor.,,,,,,,,,
"adj. 广阔的,巨大的
n. 浩瀚的太空",大群的观众到场观看比赛。,广袤的平原被厚厚的雪覆盖着。,贫富的鸿沟始终存在。,,,,,,,,,
,,,,,,,,,,,,
mess,"I was asked to organize the trip, but I messed it up.",I love just messing about in the garden.,left a mess in the yard.,,,,,,,,,
"n. 乱七八糟,一堆食物,集体用膳人员,大量
v. 使不整洁；弄脏；弄乱；随地便溺；打扰，干预",大家要我组织这次旅游，可是我把事情搞糟了。,我就是喜欢在花园里瞎转。,把庭院搞得一团糟,,,,,,,,,
,,,,,,,,,,,,
react,Iron reacts with water and air to produce rust.,She reacted to the insult by turning her back on him.,"How did they react to your suggestion?
                                                        
                                                    ",,,,,,,,,
"vt. 作出反应
vi. 起反应, 起作用, 反攻",铁与水和空气起化学反应而生锈。,她受辱之后就不再理睬他了。,他们对你的建议有什么反应？,,,,,,,,,
,,,,,,,,,,,,
porridge,"The child has eaten three platefuls of porridge!
                                                        
                                                    ","Is/Are porridge oats on the breakfast menu?
                                                        
                                                    ",Porridge is good for digestion.,,,,,,,,,
"n. 粥, 麦片粥",这孩子已经喝了三盘粥了!,早餐的食谱上有燕麦粥吗?,粥有益于消化。,,,,,,,,,
,,,,,,,,,,,,
drunk,He'd drunk so much that he found it hard to remain perpendicular.,He was obviously drunk.,drunk with power.,,,,,,,,,
