
"congratulation","","May we proffer you our congratulations?
                                                        
                                                    ","Please give him my congratulations when you see him.","I sent her a gift as a token of my congratulation.","May we proffer you our congratulations ?
                                                        
                                                    ","I want to deliver my congratulation to your success in the subject of standardize proceeding
                                                        
                                                    ","Congratulation on your wedding."
"n. 祝贺","","请让我们向你表示祝贺.","请见到他时转达我的祝贺。","我给她寄去一件礼物表示祝贺.","请让我们向你表示祝贺.","我想要表达我对于你在标准化进程课题上的成功的祝贺","祝贺你们结婚了."

"judge","","The judge made recommendations to the court.","I judge him to be about 40.","We judge that he is the best candidate.","i haven't slept through the night in six years and for u to stand there and judge me.","I judge her to be a student.","I judge that her love me."
"vt./vi. 审判，评判； 断定
vt. 估计； 评价； （尤指）批评； 想，认为
n. 法官； 裁判员； 评判员； 鉴定人","","法官向审判人员提出建议。","我断定他有40来岁。","我们认为他是最佳人选。","六年以来我都没有睡好过然后你站在这里评价我!","我断定他是一个学生","我肯定她爱我"

"sincerely","","I sincerely hope you will find in this new venture the happiness and satisfaction you so richly deserve.","Deeply or sincerely felt; earnest.","Your  sincerely
                                                        
                                                    ","I wish to take this opportunity to sincerely thank you for your trust in such difficult times.","your sincerely
                                                        
                                                    "
"adv. 真诚地，真心地","","我真诚地希望您自己开业后，能得到早就应该得到的愉快和满足。","衷心的深切或真诚地感受到的；诚挚的","诚挚地祝福","我希望借此机会对你们在这段困难的时间的信任表示诚挚的感谢！","誠摯的祝福"

"express","","Learning to express oneself well is an important part of education.","It is expressed as a percentage.","I can't express how grateful I am.","I like to think it was something so beautiful, it can't be expressed in words and makes your heart ache because of it.","express delivery
                                                        
                                                    ","He expressed his views at the meeting."
"n. 快车, 快递, 专使
adj. 急速的, 明确的, 直接的
adv. 用快递; 特意地
vt. 表达, 表示; 挤压出; 快递","","学会把意思表达清楚是受教育的一个重要方面。","它是以百分比的形式表示的。","我说不出我有多么感激。","她们唱出难以言传的美, 美的令你心碎","快递公司","他在会上发表了自己的观点。"

"outline","","She drew the outline with a sure hand.","Draw an outline before you fill in the details.","The flower was clearly outlined in the light of the lamp.","The flower was clearly outlined in the light of the lamp.","The outline of his speech is filled with grammatical mistakes.","Draw an outline before you fill in the details."
"n. 大纲,轮廓,概要,略图,素描
vt. 描画轮廓,描述要点","","她笔力雄健地画出了轮廓.","先画轮廓，再画细部。","花朵在灯光下清晰地显现出轮廓。","花朵在阳光下清晰地显现出轮廓。","他的演讲提纲上全是语法错误.","在填入细节前先打好轮廓。"

"headline","","A newspaper headline caught his attention.","A headline on the front page draws attention to the fuller story inside.","He headlines the bill.","Still, executives say the headline numbers mask considerable consumer concern in China about the recalls
                                                        
                                                    ","What sort of national events make headlines in your country?
                                                        
                                                    ","headline
                                                        
                                                    "
"n. (pl.)新闻提要, 大字标题
v. 以……为新闻标题；扮演主角，充当主角","","报纸的大标题引起他的注意.","扉页上的大字标题为的是吸引你注意里面的详细内容。","他领衔主演","然而，丰田高管称这一数字掩盖了中国消费者对召回事件相当多的担忧","在贵国，什么类型的国内事件会成为头条新闻呢？","n（新闻，报刊）标题"

"cyclist","","Two pedestrians and a cyclist were injured when the car skidded.","A good cyclist can cover distances of over a hundred miles a day.","Pot-holes can be lethal for the unwary cyclist.","The motorist ran down a cyclist in the road.","The motorist ran down a cyclist in the road.","Two pedestrains and a cyclist were injurded when the car skidded."
"n. 骑自行车的人","","汽车打滑时伤了两个行人和一个骑自行车的.","自行车骑得好的人一天可以行驶一百多英里.","路上的坑坑洼洼骑车的人一不小心就有致命危险.","开车的人在路上撞倒了一个骑自行车的人。","开车的人在路上撞倒了一个骑自行车的人。","汽车打滑时伤了两个行人和一个骑自行车的。"

"Unit 5","","Cubit is an ancient unit of length.","This textbook has twenty units.","There's a rumour floating around of a new job in the unit.","unit of general purchasing power
                                                        
                                                    ","Today, wo learn Unit one.","There's a rumour floating around of a new job in the unit
                                                        
                                                    "
"n. 单位, 单元","","腕尺是古代的一种长度单位。","这本课本有二十单元。","这个部门盛传有个新工作要聘人.","一般购买力单位","今天，我们学习第一单元。","这个部门盛传有个新工作要聘人."

"Nelson Mandela",""
"n. 纳尔逊·曼德拉（南非前总统）",""

"quality","","The quality of service in this restaurant has improved a lot.","We should improve what is called the quality of living.","It's difficult to recruit teachers of quality.","independence is the most important quality that are a reader can possess.","high quality
                                                        
                                                    "
"n. 品质, 特质, 才能
adj. 高品质的","","这个饭店的服务质量已经有了很大改善。","我们应该改进所谓的生活品质。","要聘请到素质好的老师是很困难的。","独立见解正是读者应该具备的最重要的品质。","高品质"

"warm-hearted","","The receptionists here are warm-hearted.","She's a good warm-hearted woman."
"adj. 热诚的, 热心的","","这里的接待员非常热心","她是位熱心腸的好人。"

"mean","","Do you mean me?
                                                        
                                                    ","The red signal means you can shoot.","Do you mean Miss Anne Smith or Miss Mary Smith?
                                                        
                                                    ","I didn't mean to
                                                        
                                                    ","It's incredible that how a mean man he became!
                                                        
                                                    "
"n. 平均值, 平均数; 中部
adj. 低劣的, 卑贱的; 卑鄙的; 吝啬的
adj. 平均的, 中等的
v. 意味, 想要, 意欲","","你指的是我吗？","红色信号表示可以射击。","你指的是安·史密斯小姐还是玛丽·史密斯小姐？","我不是故意的
","太不可思议了！他怎么变得这样无情！"

"active","","The college students are active to crusade against the nuclear weapons.","We should take active part in extracurricular activities.","she is an active girl
                                                        
                                                    ""generous","","She was always very generous in her charity.","She's been generous in the extreme.","It's her nature to be generous.","a generous wine
                                                        
                                                    ","she is not a generous person.","a man should be generous."
"adj. 慷慨的,宽宏大量的,丰盛的,味浓的","","她行善时总是很慷慨。","她一直非常慷慨。","慷慨大方是她的天性。","味浓的酒","她不是慷慨大人。","一个男人因该是大方的。"

"easy-going","","Jane is quite relaxed and easy-going about most things."
"adj. 随和的","","珍妮对大多数事情都很随和。"

"self","","She used to be a great player, but now she's only a shadow of her former self.","He is my best friend, my second self, as it were.","Self do, self have.","self drive
                                                        
                                                    ","self-disciplined
                                                        
                                                    ","self-motivated
                                                        
                                                    "
"n. 自我, 自己, 本身","","她以前是个健将, 现在已不及当年了.","他是我最好的朋友，或者说，是第二个我。","【谚】自作自受。","自驾","有自制力的，自律的","自身有动力的"

"selfish","","Nobody but you could be so selfish.","I call his behaviour mean and selfish.","a selfish whim.","selfish
                                                        
                                                    ","I call his behaviour mean and selfish
                                                        
                                                    ","call his behaviour mean and selfish
                                                        
                                                    "
"adj. 自私的, 利己的","","除了你之外, 谁也不会这样自私.","我认为他的行为卑鄙、 自私.","自私的怪念头","自私的","我认为他的行为 自私.","我认为他的行为卑鄙、 自私"

"selfless","","He trained them to be bold selfless fighters for the interests of the people.","She was a wonderful companion and her generosity to me was entirely selfless.","Volunteers need both selfish and selfless motives to sustain their interest
                                                        
                                                    ","selfless devotion to one's children
                                                        
                                                    ","Selfless Healer
                                                        
                                                    "
"adj. 无私的, 不考虑自己的","","他培养他们成为为人民利益奋斗的勇敢无私的战士。","她是一位极好的伴侣，她对我的宽容完全是无私的。","“自愿者为了维持其兴趣必须有自私的和无私的动机”","一心一意为自己的孩子","无私治愈，惩戒第五层天赋"

"selflessly","","He trained them to be bold selfless fighters for the interests of the people.","She was a wonderful companion and her generosity to me was entirely selfless.","Volunteers need both selfish and selfless motives to sustain their interest
                                                        
                                                    "
"adj. 无私的, 不考虑自己的","","他培养他们成为为人民利益奋斗的勇敢无私的战士。","她是一位极好的伴侣，她对我的宽容完全是无私的。","“自愿者为了维持其兴趣必须有自私的和无私的动机”"

"devote","","He started to study ecology and decided to devote his whole life to the science.","Please devote more time to your work.","land devoted to mining.","Please devote more time to learn English.","Two houres everyday should be devoted to learning English.","The local newspapers were mainly devoted to regional news and gossip."
"vt. 投入于,献身","","他开始研究生态学，并决心将他的一生献身于这门科学。","请把更多的时间用于工作。","土地留做采矿用","请多投入一点时间学习英语。","每天应该花两个小时学习英语。","当地报纸主要报道地方新闻和小道消息。"

"devoted","","He lived a life devoted entirely to sensual pleasure.","She is a good wife and a devoted mother.","He devoted all his life to China's aviation.","devoted to sb.","devoted to sb
                                                        
                                                    ","devoted to sb
                                                        
                                                    "
"adj. 投入的, 深爱的，忠诚的","","他一生耽于肉欲。","她是一位贤妻良母。","他的一生都奉献给了中国的航空事业。","非常忠实的","非常忠实的","非常忠实的"

"Bible","","You will find the text somewhere in the Bible.","You can find this sentence in the Holy Bible.","According to the Bible, we can expect to live for three score years and ten.","You will find the text somewhere in the Bible.","He quotes the Bible to support his belief.","It's a Bible in the cooking world."
"n. 圣经, 有权威的书","","你会在圣经里找到这段文章。","你可以在圣经上找到这句话。","根据圣经的说法，我们可以活到七十岁。","你会在圣经里找到这段文章。","他引述圣经以支持自己的信条。","它是烹饪界有权威的书。"

"Norman Bethune",""
"n. 诺尔曼·白求恩(人名)",""

"invader","","The invader wanted to attack our country.","The invader laid towns and villages in ruins.","No matter when the invader comes, they will be wiped out clean.","The invader wanted to attack our country.","They suffered a lot under the invader’s heel.","Their way of life was destroyed by invaders."
"n. 侵略者","","侵略者妄图攻打我们国家。","入侵者把村镇变为废墟。","不管侵略者什麽时候来，都必被消灭。","侵略者妄图攻打我们国家。","在侵略者的铁蹄下,他们受尽了奴役。","他们的生活方式遭到了入侵者的破坏。"

"found","","The town was founded in 1610.","Have they found the wreck of the ship?
                                                        
                                                    ","She found it difficult to establish a new routine after retirement.","found a country
                                                        
                                                    ","I will found an orchestra in my leisure time
                                                        
                                                    ","They founded the company themselves."
"vt. 创立，建立；创办
v. 找到（find的过去分词）","","这个镇建于 1610 年。","他们找到那艘船的残骸了吗？","她发觉退休后很难建立起新的生活规律。","建立一个国家","我会在闲暇时间成立一个管弦乐队","他们自己创办了这家公司。"

"republic","","Most republic have president as head of state.","the Fourth Republic of France.","the republic of letters.","The People's Republic of China
                                                        
                                                    ","the people republic of china
                                                        
                                                    ","republic china
                                                        
                                                    "
"n. 共和国,共和政体","","大多数共和国国家以总统为国家元首。","法兰西第四共和国","文学界","中华人民共和国","中华人民共和国","中华共和国"

"principle","","They have agreed to the proposal in principle but we still have to negotiate the terms.","The system works on the principle that heat rises.","We adhere to the principle that everyone should be treated fairly.","I can't do something that against my principle.","in principle
                                                        
                                                    ","We have agreed the proposal in principle but still have to negotiate the details."
"n. 原则, 原理, 主义, 信念","","他们基本上同意了那项提议, 但我们仍须商定条件.","该项装置是按照热力上升的原理运转的。","我们必须坚持人人都应该被平等对待这一原则。","我不能做违反我原则的事。","原则上","大致通过了这项方案但是还需要讨论细节"

"nationalism","","The ideology and practice of the Nazis, especially the policy of racist nationalism, national expansion, and state control of the economy.","Nationalism is a silly cock crowing on its own dunghill.","Extreme nationalism, especially when opposed to international cooperation.","Some nationalism extremists rallied in the People`s square to protest against the trade agreements signed by envoys from China and Japan.","In the early years, he was very much focused on Arab nationalism, Arab unity, Arab socialism.","The Olympics today represent a confluence of commercialism, professionalism, capitalism and nationalism."
"n. 民族主义, 民族之特性","","纳粹主义纳粹党的意识和实施，尤其是种族国家主义，国家扩张，政府控制经济的政策","民族主义，是在自己的小天地里自鸣得意的笨雄鸡。","极端民族主义，尤其是反对国际间合作时候","一些民族主义者在人民广场集会，反对中国和日本的代表们签订的贸易协议。","早些年，他将主要精力集中在阿拉伯民族主义、阿拉伯团结、阿拉伯社会主义方面。","奥运会发展到如今，已成为混杂着商业化、职业化、资本主义和民族主义的大熔炉。"

"livelihood","","It affords a livelihood to a great number of people.","My father gained a bare livelihood of family by his own hands.","Painting is her livelihood.","The work was meaningful only to the extent of serving as a means of livelihood.","Some workers accuse Congress of playing with livelihoods.","The oil spill has taken away fishermens livelihood."
"n. 生计, 营生, 生活","","这给许多人提供了生计.","父亲靠自己的双手勉强维持家计.","画画是她谋生的职业。","只有把这项工作作为一种维持生计的手段是才是有意义的。","每个人都想采取强硬态度。这样做伤害了我们。","溢油断了渔民的生计。"

"Mohandas Gandhi",""
" 莫汉达斯·甘地(人名)",""

"peaceful","","We hope there will be a peaceful transition to the new system.","His ending was peaceful.","My husband loves adventurous life while I enjoy a more peaceful domestic life.","&quot;Many humans come to the glaciers to find a more peaceful perspective upon their life.","his ending was peaceful
                                                        
                                                    ","a peaceful garden."
"adj. 安宁的, 和平的","","我们希望能够和平过渡到新的制度。","他很安详地去世。","我丈夫喜欢充满冒险的生活，而我则喜欢宁静的家居生活。","很多人类来到冰川湖，找到了一个看待他们生活更为和平的视角。","他很安详地去世","宁静的花园"

"giant","","Ba jin is a literary giant.","The hero smote the giant with his sword.","Shakespeare is a giant among writers.","he is a giant songer.","Ba jin is a literary giant
                                                        
                                                    ","He is a literary giant
                                                        
                                                    "
"adj. 巨大的
n. 巨人,伟人,巨大的东西","","巴金是一位文坛巨匠。","英雄用剑猛劈巨人。","莎士比亚是作家中的大文豪。","他是歌唱家中的巨星","巴金是一位文坛巨匠。","巨大的 巨人"

"leap","","He crossed the garden in three leaps.","He got over the stream with a single leap.","There has been a great leap in the number of births in these past five years.","The price has a great leap before the new year coming.","It's a great leap 4 us
                                                        
                                                    ","It's a great leap for us."
"n. 跳跃,剧增,急变
v. 跳跃,跃过,猛冲
adj. 闰年的","","他跳三步就跨过了花园。","他一跃就跳过了小溪。","这五年来，出生人数有很大的增长。","新年到来前，价格增长很大。","对我们来说，这是一个巨大的飞跃。","对我们来说，这是一个巨大的飞跃。"

"mankind","","Genetic engineering will have revolutionary consequences for mankind.","Man is a microcosm of the whole of mankind.","The civilization of mankind has taken thousands of years.","The civilization of mankind has taken thousands of years
                                                        
                                                    ","mankind
                                                        
                                                    ","mankind
                                                        
                                                    "
"n. 人类
n. 男人","","遗传工程将对人类产生深远的影响.","人是全人类的缩影.","人类经数千年才文明开化.","人类经数千年才文明开化.","人类","人类"

"Elias",""
"n. (=Elijah)伊莱亚斯(希伯来先知)",""

"lawyer","","Nothing can weaken his resolve to become a lawyer.","You should seek advice from your lawyer on this matter.","His lawyer decided to take an appeal to a higher court.","He work in a lawyer's office.","The lawyer betrayed me
                                                        
                                                    ","My lawyer is on the way
                                                        
                                                    "
"n. 律师","","什么也动摇不了他要当律师的决心。","你应该征求你的律师对这件事的意见.","他的律师决定向高一级法院上诉。","他在一家律师事务所工作。","律师出卖了我","我的律师就要到了"

"guidance","","Thanks for your guidance
                                                        
                                                    ","She is a marriage guidance counselor.","He is not only an actor but also a fighting skill guidance.","The Irish-born actor turned to director Roman Polanski for guidance.","take someone under one's guidance
                                                        
                                                    ","Under his father's guidance, he learned how to swim."
"n. 引导,指导,导航系统","","谢谢你的指导","她是婚姻问题的顾问。","他不仅是演员还是武术指导。""legal","","The contract was formulated in difficult legal language.","You should go through the legal formality.","The sale of firearms is subject to many legal restrictions.","To start an enterprise, you must go through many legal formality first.","the sale of fire arms is subject to many legal restrictions
                                                        
                                                    ","The contract was formulated in difficult legal language
                                                        
                                                    "
"adj. 法律的,合法的,法定的","","该合同是用深奥的法律术语订立的。","你应该办理合法手续。","出售枪支受到许多法律限制。","要开一家企业，你必须先通过许多法定程序。","出售枪支收到许多法律的限制","该合同是用深奥的法律术语订立的。"

"fee","","Tickets are issued only against payment of the full fee.","Unwaged members pay a lower entrance fee.","I thought the accountant's fee rather high.","joining fee
                                                        
                                                    ","I thought the accountant's fee rather high.","I pay for my tuition fees by doing part-time job."
"n. 费用,封地
v. 给小费","","只有付讫全费才可将票发出.","无固定收入的人入场费从优.","我认为那个会计师收费很高.","入会费","我认为那个会计师收费很高.","我通过打零时工支付我的学费。"

"passbook","","passbook
                                                        
                                                    ","Please show me your passbook.","A passbook is a record of deposits and withdrawals and interest held by depositors at certain banks."
"n. 银行存折；顾客赊欠账簿；(南非)有色人种的通行证","","n. 银行存折","请给我你的存款簿。","."

"Johannesburg","","I spoke to her in the lounge of a big Johannesburg hotel where she was attending a union meeting.","johannesburg
                                                        
                                                    "
" 约翰内斯堡[南非(阿扎尼亚)东北部城市]","","我在约翰内斯堡一家大酒店的休息室和她说过话，当时她在那儿参加一个工会会议。","johannesburg "

"out of work","","Hundreds were thrown out of work.","He must square up to the reality of being out of work.","He have out of work yesterday
                                                        
                                                    ","with the economical crisis，many people worry about being out of their works
                                                        
                                                    ","He must square up to the reality of being out of work ."
" 失业，(机器)出问题","","数以百计的人失去了工作.","他必须正视失业这一现实.","他昨天失业了","在经济危机下，很多人都担心会失业","他必须正视失业这一现实."

"hopeful","","We are hopeful about the future.","I'm not very hopeful.","This is a hopeful news.","“I'm sure well're find it ” she said hopefully.","I'm sure we'll find it,' he said hopefully
                                                        
                                                    ","We need a hopeful candidate instead of the obstinate one
                                                        
                                                    "
"adj. 有希望的","","我们对未来抱乐观态度.","我不抱太多希望.","这是个鼓舞人心的消息.","“我肯定能找到它”她信心十足的说。","｀我肯定我们能找到它,＇ 他信心十足地说.","我们需要一个有希望的候选人而不是这个顽固的家伙"

"ANC",""
"abbr. 全数字呼叫方法(=all-number calling)
abbr. 非洲国民大会(=African National Congress)",""

"youth","","In his youth he was an extravagant epicurean.","I can't bear young people casting away their youth.","The fight was started by some youths who had been drinking.","The youth of today are the pensioners of tomorrow.","In my youth my ambition had been to be an inventor.","He had been a talented musician in his youth."
"n. 年轻人, 年轻","","他年轻时是个花花公子。","我无法忍受年轻人虚掷青春。","这场架是一帮喝醉了的小青年惹起的。","今天的青年就是明天领取退休金的人。","In my youth my ambition had been to be an inventor.","1他年轻时很有音乐天才。"

"league","","The club are on the brink of promotion to the Premier League.","Her success has taken her out of my league.","The police suspected that the bank clerk was in league with the robbers.","we are a league
                                                        
                                                    ","Leagues are commonly made for mutual defence.","She's way out of your league."
"n. 联盟,社团","","俱乐部即将晋级超级联赛。","她的成绩令我望尘莫及。","警察怀疑银行职员与强盗有勾结。","我们是一个团队","结成联盟往往是为了共同防御。","你根本配不上她。"

"Youth League","","When I was in junior high school I joined the Communist Youth League
                                                        
                                                    "
" 共青团","","在我初中的时候我就加入了共青团"

"stage","","The disease is still in its primary stage.","Negotiations were at a crucial stage.","She stood alone on the enormous stage.","stage
                                                        
                                                    ","stage a protest rally
                                                        
                                                    ","Treatment needs change when people enter the moderate or severe stages of hypothermia."
"n. 阶段,舞台,驿站
v. 上演,表演,乘驿车旅行","","这疾病仍然在初发阶段。","谈判正处于一个关键的阶段。","她孤零零地站在巨大的舞台上。","实行（某事）; 进行; 举行","举行抗议大会","当人们达到中等或者严重阶段的体温过低时，处置方法应该改变。"

"vote","","He became a citizen, thereby gaining the right to vote.","A large vote was polled.","I suggested putting the matter to a vote, but the chairman demurred to it.","He became a citizen, thereby gaining the right to vote
                                                        
                                                    ","I have the right of vote
                                                        
                                                    ","we will vote to monitor
                                                        
                                                    "
"v. 投票，选举； 提议； 投票表决； 公认，由舆论决定
n. 投票，表决； 投票数； 投票权； 决议","","他成为公民，并因此获得了选举权。","投票踊跃。","我建议对此事投票表决，但主席表示反对。","他成为公民，并因此获得了选举权。","我有选举权","我们将投票选举班长"

"attack","","The police are launching a major attack on drug dealers.","It is reported that this disease attacks the central nervous system.","The enemy attacked us at night.","She had her first heart attack the other day.","The tiger attacked me suddenly
                                                        
                                                    ","The plane came into attack."
"vt./vi. 攻击，进攻，抨击
n. 攻击； 抨击； （队员等的）进攻； （疾病）侵袭
vt. 抨击； 非难； 侵袭； 损害","","警方对毒品贩子发动了大规模的攻击。","据报道说这种疾病破坏中枢神经系统。","敌人在夜里向我们进攻。","不久前, 她第一次心脏病发作。","老虎突然向我攻击","飞机来进行袭击了"

"violence","","They incited the workers to violence.","I detest violence with my whole being.","Quakers strongly oppose violence and war.","At least 1080 people were injured in the deadly violence that erupted Sunday night.","They incited the workers to violence
                                                        
                                                    ","That is a conference on violence and abuse
                                                        
                                                    "
"n. 暴力,狂热","","他们煽动工人暴动。","我毕生谴责暴力行为。","教友派信徒们强烈反对暴力和战争。","至少有1080人在周日的暴力冲突中受伤。","他们煽动工人暴动","那是一个关于暴力和虐待的会议"

"as a matter of fact","","As a matter of fact ,I care about her.","I'm going there tomorrow, as a matter of fact.","As a matter of fact, business has come to a stop.","As a matter of fact, we are schoolmates.","as a matter of fact,I like this way very much ."
" 事实上","","事实上，我在乎她","其实, 我明天是准备去那里。","事实上, 业务已停止了.","说起来我们还是老同学。","事实上，我很喜欢这种方法。"

"blow up","","You'll have to blow up the fire to make it burn.","The terrorists are threatening to blow up the hijacked airliner.","Can you lend me a pump to blow up my bicycle tyres?
                                                        
                                                    ","he tries to blow up a passenger.","blow up
                                                        
                                                    ","Blow up a tire
                                                        
                                                    "
"vt. 爆发(鼓起,放大)","","你得把火吹旺让它烧起来.","恐怖分子扬言要炸毁劫持的客机。","你能借给我个打气筒给车胎打打气吗?","他试图炸死一个乘客","爆炸","给轮胎充气"

"equal","","Now that she has been promoted she is on equal terms with her ex-boss.","She feels equal to the task.","Women demand equal pay for equal work.","Everyone are equal in the world
                                                        
                                                    ","one plus two equal three."
"adj. 相等的,平等的,胜任的
n. 对手,匹敌,同辈
vt. 等于,比得上","","她既然已升级，就和原先的上司平起平坐了。","她认为能胜任该项工作。","妇女要求同工同酬。","世界上的每个人都平等","一加二等于三。"

"in trouble","","I'm in trouble with the police over drugs.","You'll be in trouble if you don't watch your step.","If I cop you cheating again you'll be in trouble.","you are in trouble
                                                        
                                                    ","is your company in trouble?
                                                        
                                                    ","Help your friends when they are in trouble."
" 处于困境","","我因毒品事落入警方手中。","你要是不谨慎从事就要倒霉了。","我要再发现你骗人，决不轻饶。","你有麻烦了","你们公司是不是出什么事了？","当你的朋友们遇到困难是要帮助他们。 "

"willing","","I'd like to buy your house if you are willing to sell it.","I don't know whether he is willing to come.","The spirit is willing but the flesh is weak.","Nothing is impossible to a willing mind
                                                        
                                                    ","Nothing is impossible to a willing mind.","willing
                                                        
                                                    "
"adj. 愿意的, 心甘情愿的","","如果你愿意卖的话，我想买你的房子。","我不知道他是否愿意来。","心有余而力不足。","世上无难事只怕有心人","世上无难事，只怕有心人。","愿意的"

"unfair","","I really admire the way she is able to shrug off unfair criticism.","Some people objected that the new tax law was unfair.","unfair trading.","relatively speaking,the bistribution was unfair.","it's unfair
                                                        
                                                    ","This deal is unfair
                                                        
                                                    "
"adj. 不公平的, (商业上)不正当的","","我很佩服她能对错误的批评意见不予理会。","一些人反对说，新税法不公平。","与惯例不符合的交易","相对而言，这分配不公平。","这不公平","这笔交易不公平"

"turn to","","I tried to stand on my own two feet rather than turned to my parents.","Follow the main road until it branches, and then turn to the right.","Turn to the left and you will find the post.","We can turn to him for help.","he wanted to turn the cars to stone
                                                        
                                                    ","It's difficult to know who to turn to."
" 求助于, 转向","","我设法自立而不求助于我的父母。","顺着这条大路走，在路的分岔口向右拐。","向左转，你会找到邮局的。","我们可以求助于他。","***","不知道该求助于谁"

"quote","","It was quoted 5 dollars.","He quotes the Bible to support his beliefs.","The price they quoted was very low.","i want to share a quote
                                                        
                                                    ","quoting a good and wise friend of mine
                                                        
                                                    ","The author frequently quoted Shakespeare."
"n. 引用
v. 引述, 举证, 报价","","这在市面上开价5美元。","他引用《圣经》来支持他的信仰。","他们报的价很低。","我想跟大家分享一句格言","用一位善良而且睿智的朋友的话来说","作者不断地引用莎士比亚的话。"

"release","","The family paid a ransom of 50000 dollars for the child's release.","He secured the release of the hostages.","The terrorists will only release their hostages on certain conditions.","Let the sorrow release in the past
                                                        
                                                    ","don't release the news to the public
                                                        
                                                    ","A new movie is to be released tonight
                                                        
                                                    "
"n. 释放, 让渡, 发行
vt. 释放, 让与, 准予发表, 发射","","那家人为了赎回孩子付了5万美元。","他已经设法使人质获释。","恐怖分子只有在某些条件下才释放人质.","解脱","open the door to release the air","今晚要发布一部新电影"

"lose heart","","No matter what you do, never lose heart.","He failed many times, but he did not lost heart.","Whatever you are confronted with, don't lose your heart.","whaterver I meet I will never lose heart!!!
                                                        
                                                    ","This is not the time to lose heart
                                                        
                                                    "
" 丧失勇气, 失去信心","","不管你做什么千万不可泄气。","他失败了许多次，但他并没有失去信心。","不管遇到什么，你都不要灰心。","无论遇到什么 我都不会丧失勇气","因此现在还不是丧失信心的时候。"

"escape","","The thief jumped into a car and made his escape.","Gas was escaping.","The prisoner has escaped.","The disorder was fuelled by the escape of 3000 inmates
                                                        
                                                    ","they must escape from prison
                                                        
                                                    ","I escape from my home to play PC games."
"n. 逃亡,避难设备
vt./vi. 逃脱,避开
adj. 逃避的","","小偷跳上汽车逃走了。","煤气漏出来","犯人逃走了。","混乱激起3000名囚犯逃跑","他们必须越狱","我跑出家门去玩电脑游戏。"

"blanket","","He threw a blanket over the injured man.","They cuddled up (together) under the blanket.","When I saw the flames I acted on instinct and threw a blanket over them.","I badly need a blanket."
"n. 毛毯,覆盖物,排字版
vt. 用毯子裹,扑灭,挡风,覆盖,使包含
adj. 包含所有的,适用于所有情形的","","他急忙给受伤的人披上条毯子.","他们盖著毯子（在一起）搂着。","我看见火焰时便凭直觉把一张毯子扑在火焰上.","我急需一条毯子"

"educate","","It is not the way to educate a child by making him do things against his will.","It is not easy to educate teenagers.","She educated her younger daughter at home.","educate
                                                        
                                                    ","It is not easy to educate teenagers.","I will educate him sophistry
                                                        
                                                    "
"v. 教育,培养
vt. 教育","","勉强他做事不是教育孩子的办法。","教育青少年不是件容易的事。","她在自己家里教育她的小女儿。","教育 培育","教育青少年是件不容易的事。","我会教给他诡辩术"

"educated","","He was educated at the local comprehensive school.","Where were you educated?
                                                        
                                                    ","The public should be educated in how to use energy more effectively.","as a educated college students we should know the right things to do
                                                        
                                                    ","to become educated through independent study
                                                        
                                                    ","This is an educated guess."
"adj. 受过教育的, 有教养的","","他曾在地区的综合中学受教育。","你在哪（些）所学校学习过?","公众应受到合理地利用能源的教育.","作为一名高素质的大学生，我们应该知道该做什么","自学成才","這是一個憑經驗所作的猜測。"

"come to power","","Regular,free and fair elections determine nowadays who come to power in  Taiwan.","They had come to power ten years earlier.","But he has come to power in difficult and ambiguous circumstances."
"v. 当权，开始执政，上台","","今日的台湾是以定期、自由和公正的选举决定政权所属。","他们早十年就已掌权。","但他是在艰难而混乱的形势下上台的。"

"beg","","He knew he had hurt her and begged her to forgive him.","I beg leave to address the Council.","He lives by begging.","I beg your pardon?
                                                        
                                                    ","Set him free, I beg( of) you!
                                                        
                                                    ","I beg your pardon
                                                        
                                                    "
"vt. 乞讨，恳求，合理需要
vi. 行乞，乞求
abbr. （begin）的缩写，开始","","他自知伤了她的心而央求她原谅.","我请求允许向议会发表演说。","他以行乞为生。","你说什么？","放开他吧, 我求求你!","抱歉，请再说一遍"

"relative","","He showed such concern that people took him to be a relative.","The relative items in this report will be submitted to the committee for discussion.","The detective thought the stick was relative to the murder case.","my mother is a relative to me
                                                        
                                                    ","The relative items in this report will be checked again."
"adj. 相对的,比较的,涉及到的
n. 亲属,同类事物,相关物","","他很关心别人, 因而大家都把他当作亲人.","把这份报告中的有关事项提交委员会讨论。","侦探认为这根木棒和谋杀案有牵连。","我的母亲是我的一位亲人","这个报告中的事项还要核实。"

"terror","","Her face worked as she stared at him in terror.","The horse bolted in terror at the sound of the gun.","She recoiled from the gunman in terror.","The government rules by terror.","Your son's a little terror! Can you control him?
                                                        
                                                    ","terror attack
                                                        
                                                    "
